record_type,source_id,candidate_id,financial_impact_paise,financial_impact_display,evidence
payment,pay_clean_159,recon_clean_159,0,0.00,amount_paise | payment_id
payment,pay_clean_160,recon_clean_160,0,0.00,amount_paise | payment_id
payment,pay_clean_161,recon_clean_161,0,0.00,amount_paise | payment_id
payment,pay_clean_162,recon_clean_162,0,0.00,amount_paise | payment_id
payment,pay_clean_163,recon_clean_163,0,0.00,amount_paise | payment_id
payment,pay_clean_164,recon_clean_164,0,0.00,amount_paise | payment_id
payment,pay_clean_165,recon_clean_165,0,0.00,amount_paise | payment_id
payment,pay_clean_166,recon_clean_166,0,0.00,amount_paise | payment_id
payment,pay_clean_167,recon_clean_167,0,0.00,amount_paise | payment_id
payment,pay_clean_168,recon_clean_168,0,0.00,amount_paise | payment_id
payment,pay_clean_169,recon_clean_169,0,0.00,amount_paise | payment_id
payment,pay_clean_170,recon_clean_170,0,0.00,amount_paise | payment_id
payment,pay_clean_171,recon_clean_171,0,0.00,amount_paise | payment_id
payment,pay_clean_172,recon_clean_172,0,0.00,amount_paise | payment_id
payment,pay_clean_173,recon_clean_173,0,0.00,amount_paise | payment_id
payment,pay_clean_174,recon_clean_174,0,0.00,amount_paise | payment_id
payment,pay_clean_175,recon_clean_175,0,0.00,amount_paise | payment_id
payment,pay_clean_176,recon_clean_176,0,0.00,amount_paise | payment_id
payment,pay_clean_177,recon_clean_177,0,0.00,amount_paise | payment_id
payment,pay_clean_178,recon_clean_178,0,0.00,amount_paise | payment_id
payment,pay_clean_179,recon_clean_179,0,0.00,amount_paise | payment_id
settlement_bank,setl_clean_002,bank_clean_002,2250700,"22,507.00",credit_paise | settlement_utr | transaction_date
settlement_bank,setl_clean_003,bank_clean_003,5402600,"54,026.00",credit_paise | settlement_utr | transaction_date
settlement_bank,setl_clean_004,bank_clean_004,5824300,"58,243.00",credit_paise | settlement_utr | transaction_date
settlement_bank,setl_clean_005,bank_clean_005,4813800,"48,138.00",credit_paise | settlement_utr | transaction_date
settlement_bank,setl_clean_006,bank_clean_006,3979600,"39,796.00",credit_paise | settlement_utr | transaction_date
settlement_bank,setl_clean_007,bank_clean_007,7511900,"75,119.00",credit_paise | settlement_utr | transaction_date
settlement_bank,setl_clean_008,bank_clean_008,6306900,"63,069.00",credit_paise | settlement_utr | transaction_date
settlement_bank,setl_clean_009,bank_clean_009,9283500,"92,835.00",credit_paise | settlement_utr | transaction_date
settlement_bank,setl_clean_010,bank_clean_010,5559900,"55,599.00",credit_paise | settlement_utr | transaction_date
settlement_bank,setl_clean_011,bank_clean_011,7159900,"71,599.00",credit_paise | settlement_utr | transaction_date
settlement_bank,setl_clean_012,bank_clean_012,4402900,"44,029.00",credit_paise | settlement_utr | transaction_date
settlement_bank,setl_clean_013,bank_clean_013,7129300,"71,293.00",credit_paise | settlement_utr | transaction_date
settlement_bank,setl_clean_014,bank_clean_014,7070300,"70,703.00",credit_paise | settlement_utr | transaction_date
settlement_bank,setl_clean_015,bank_clean_015,5569900,"55,699.00",credit_paise | settlement_utr | transaction_date
settlement_bank,setl_clean_016,bank_clean_016,5588500,"55,885.00",credit_paise | settlement_utr | transaction_date
settlement_bank,setl_clean_017,bank_clean_017,6913800,"69,138.00",credit_paise | settlement_utr | transaction_date
settlement_bank,setl_clean_018,bank_clean_018,6328600,"63,286.00",credit_paise | settlement_utr | transaction_date
settlement_bank,setl_clean_019,bank_clean_019,4387600,"43,876.00",credit_paise | settlement_utr | transaction_date
settlement_bank,setl_clean_020,bank_clean_020,6252000,"62,520.00",credit_paise | settlement_utr | transaction_date
settlement_bank,setl_clean_021,bank_clean_021,6485500,"64,855.00",credit_paise | settlement_utr | transaction_date
settlement_bank,setl_clean_022,bank_clean_022,3312500,"33,125.00",credit_paise | settlement_utr | transaction_date
settlement_bank,setl_scenario_000,bank_scenario_000,828200,"8,282.00",credit_paise | settlement_utr | transaction_date
settlement_bank,setl_scenario_001,bank_scenario_001,1366200,"13,662.00",credit_paise | settlement_utr | transaction_date
settlement_bank,setl_scenario_002,bank_scenario_002,763900,"7,639.00",credit_paise | settlement_utr | transaction_date
settlement_bank,setl_scenario_004,bank_scenario_004,1433300,"14,333.00",credit_paise | settlement_utr | transaction_date
settlement_bank,setl_scenario_005,bank_scenario_005,134763,"1,347.63",credit_paise | settlement_utr | transaction_date
settlement_bank,setl_scenario_006,bank_scenario_006,549400,"5,494.00",credit_paise | settlement_utr | transaction_date
settlement_bank,setl_scenario_007,bank_scenario_007,1257501,"12,575.01",credit_paise | settlement_utr | transaction_date
settlement_bank,setl_scenario_011,bank_scenario_011,818000,"8,180.00",credit_paise | settlement_utr | transaction_date
settlement_bank,setl_scenario_012,bank_scenario_012,517200,"5,172.00",credit_paise | settlement_utr | transaction_date
settlement_bank,setl_scenario_014,bank_scenario_014,452100,"4,521.00",credit_paise | settlement_utr | transaction_date
settlement_bank,setl_scenario_015,bank_scenario_015,529534,"5,295.34",credit_paise | settlement_utr | transaction_date
settlement_bank,setl_scenario_016,bank_scenario_016,1286699,"12,866.99",credit_paise | settlement_utr | transaction_date
settlement_bank,setl_scenario_017,bank_scenario_017,631000,"6,310.00",credit_paise | settlement_utr | transaction_date
settlement_bank,setl_scenario_018,bank_scenario_018,881875,"8,818.75",credit_paise | settlement_utr | transaction_date
